1	34
2	14
3	39
4	43
5	47
6	45
7	46
8	49
9	51
10	51
11	45
12	43
13	41
14	45
15	51
16	47
17	46
18	45
19	47
20	47
21	48
22	43
23	42
24	51
25	50
26	42
27	37
28	47
29	48
30	44
31	42
32	38
33	42
34	43
35	45
36	45
37	43
38	44
39	42
40	39
41	40
42	44
43	39
44	44
45	37
46	43
47	41
48	44
49	41
50	41
51	41
52	41
53	41
54	18
55	44
56	45
57	52
58	47
59	50
60	47
61	45
62	40
63	43
64	47
65	46
66	45
67	42
68	40
69	42
70	46
71	44
72	46
73	46
74	44
75	48
76	41
77	41
78	38
79	41
80	49
81	42
82	42
83	44
84	41
85	45
86	46
87	46
88	42
89	48
90	46
91	44
92	50
93	49
94	39
95	45
96	48
97	42
98	45
99	44
100	44
101	41
102	47
103	44
104	41
105	72
106	42
107	41
108	46
109	45
110	46
111	47
112	40
113	46
114	43
115	44
116	41
117	43
118	47
119	46
120	43
121	45
122	46
123	48
124	46
125	43
126	41
127	48
128	47
129	42
130	45
131	47
132	44
133	46
134	43
135	46
136	45
137	41
138	44
139	42
140	49
141	43
142	44
143	45
144	46
145	38
146	46
147	45
148	46
149	46
150	43
151	44
152	46
153	47
154	47
155	40
156	40
157	33
158	38
159	44
160	42
161	43
162	38
163	44
164	46
165	47
166	46
167	44
168	45
169	47
170	45
171	44
172	39
173	45
174	42
175	46
176	41
177	43
178	46
179	46
180	45
181	46
182	46
183	44
184	42
185	40
186	42
187	45
188	47
189	43
190	43
191	47
192	37
193	43
194	45
195	43
196	48
197	46
198	44
199	43
200	45
201	47
202	39
203	43
204	35
205	39
206	41
207	47
208	49
209	45
210	44
211	45
212	41
213	51
214	41
215	46
216	42
217	36
218	42
219	42
220	36
221	39
222	42
223	36
224	48
225	42
226	42
227	42
228	45
229	46
230	43
231	38
232	41
233	40
234	46
235	45
236	46
237	46
238	45
239	45
240	43
241	48
242	41
243	43
244	48
245	47
246	45
247	43
248	35
249	36
250	44
251	43
252	46
253	39
254	46
255	47
256	39
257	50
258	48
259	47
260	52
261	49
262	42
263	45
264	49
265	47
266	48
267	50
268	42
269	43
270	43
271	44
272	44
273	39
274	43
275	45
276	50
277	46
278	48
279	43
280	41
281	46
282	45
283	40
284	43
285	39
286	43
287	40
288	45
289	49
290	42
291	41
292	35
293	50
294	44
295	43
296	42
297	41
298	42
299	42
300	38
301	43
302	42
303	41
304	48
305	48
306	46
307	47
308	48
309	48
310	46
311	49
312	48
313	51
314	46
315	47
316	39
317	42
318	38
319	46
320	50
321	48
322	45
323	36
324	45
325	29
326	34
327	34
328	39
329	41
330	47
331	46
332	42
333	35
334	47
335	47
336	38
337	46
338	47
339	49
340	41
341	38
342	39
343	38
344	47
345	46
346	41
347	43
348	39
349	43
350	50
351	37
352	43
353	40
354	36
355	42
356	44
357	46
358	46
359	40
360	41
361	47
362	48
363	49
364	38
365	34
366	42
367	43
368	36
369	45
370	41
371	46
372	46
373	46
374	42
375	47
376	44
377	42
378	45
379	43
380	41
381	43
382	46
383	44
384	43
385	38
386	49
387	47
388	46
389	45
390	45
391	46
392	40
393	40
394	40
395	46
396	44
397	50
398	42
399	44
400	43
401	39
402	42
403	41
404	46
405	42
406	43
407	34
408	40
409	45
410	43
411	46
412	40
413	46
414	47
415	46
416	46
417	45
418	45
419	41
420	40
421	44
422	42
423	46
424	45
425	40
426	44
427	39
428	42
429	43
430	40
431	44
432	41
433	48
434	44
435	35
436	46
437	34
438	45
439	41
440	38
441	45
442	46
443	44
444	35
445	35
446	33
447	47
448	44
449	48
450	42
451	44
452	40
453	42
454	46
455	44
456	45
457	44
458	44
459	47
460	50
461	46
462	42
463	42
464	36
465	44
466	35
467	40
468	39
469	48
470	40
471	43
472	43
473	38
474	44
475	49
476	43
477	49
478	48
479	45
480	39
481	42
482	43
483	43
484	43
485	45
486	41
487	51
488	43
489	43
490	40
491	33
492	41
493	47
494	44
495	36
496	35
497	42
498	42
499	30
500	37
